Order ID,Order Date,Ship Date,Customer Segment,Region,State,Category,Sub-Category,Quantity,Sales,Discount,Discounted Sales,Shipping Cost,Profit,Net Profitability
ORD-1190,9/13/2024,9/20/2024,Home Office,East,Pennsylvania,Office Supplies,Paper,14,4910.46,0,4910.46,4.56,293.26,5.97%
ORD-1191,12/9/2022,12/13/2022,Consumer,North,Michigan,Technology,Monitors,7,1399.19,0.2,1119.35,15.96,-206.27,-18.43%
ORD-1192,4/23/2023,4/26/2023,Home Office,East,New York,Office Supplies,Labels,4,255.07,0,255.07,6.15,74.68,29.28%
ORD-1193,9/12/2023,9/17/2023,Home Office,West,California,Office Supplies,Pens & Art,10,1883.67,0,1883.67,6.21,525.56,27.90%
ORD-1194,11/27/2024,11/29/2024,Corporate,Central,Kansas,Furniture,Storage,4,2452.24,0.15,2084.4,51.59,-182.23,-8.74%
ORD-1195,12/2/2022,12/8/2022,Corporate,Central,Ohio,Office Supplies,Pens & Art,14,6228.67,0.1,5605.8,5.05,783.30,13.97%
ORD-1196,2/23/2022,2/25/2022,Consumer,South,Alabama,Furniture,Storage,10,3987.30,0.1,3588.57,42.5,-48.64,-1.36%
ORD-1197,9/15/2024,9/19/2024,Consumer,West,Arizona,Office Supplies,Envelopes,11,7132.71,0.15,6062.8,4.29,-61.91,-1.02%
ORD-1198,1/23/2023,1/25/2023,Home Office,North,Minnesota,Technology,Printers,2,879.63,0.3,615.74,24.38,-290.55,-47.19%
ORD-1199,11/24/2024,11/29/2024,Consumer,West,Washington,Furniture,Tables,11,8487.26,0.4,5092.36,58.59,-3174.84,-62.35%
ORD-1200,2/4/2023,2/11/2023,Corporate,West,Nevada,Furniture,Chairs,3,2383.15,0.05,2263.99,44.95,212.91,9.40%
ORD-1201,10/14/2024,10/18/2024,Consumer,South,Alabama,Technology,Accessories,9,2814.59,0,2814.59,15.72,614.49,21.83%
ORD-1202,11/20/2023,11/22/2023,Corporate,South,Texas,Technology,Laptops,13,9749.31,0,9749.31,15.63,1165.23,11.95%
ORD-1203,10/8/2022,10/11/2022,Home Office,North,Illinois,Technology,Monitors,12,596.71,0.05,566.87,15.55,12.34,2.18%
ORD-1204,11/19/2024,11/23/2024,Consumer,North,Wisconsin,Office Supplies,Pens & Art,6,2809.91,0.2,2247.93,7.02,-2.11,-0.09%
ORD-1205,6/2/2023,6/7/2023,Corporate,South,Florida,Technology,Printers,9,6836.30,0.35,4443.6,20.49,-2361.25,-53.14%
ORD-1206,11/23/2023,11/29/2023,Corporate,Central,Kansas,Technology,Accessories,7,2348.38,0,2348.38,17.34,511.44,21.78%
ORD-1207,11/18/2022,11/23/2022,Consumer,West,Washington,Technology,Accessories,7,5422.99,0.1,4880.69,19.28,384.67,7.88%
ORD-1208,12/3/2023,12/8/2023,Corporate,South,Texas,Technology,Accessories,9,5254.19,0,5254.19,13.25,1151.95,21.92%
ORD-1209,11/24/2024,11/28/2024,Home Office,Central,Indiana,Technology,Laptops,11,4990.67,0.05,4741.14,15.23,232.49,4.90%
ORD-1210,11/8/2023,11/11/2023,Consumer,East,New York,Technology,Phones,12,5873.46,0,5873.46,17.6,523.33,8.91%
ORD-1211,8/10/2023,8/17/2023,Corporate,Central,Kansas,Furniture,Tables,5,1486.61,0.45,817.64,43.1,-577.10,-70.58%
ORD-1212,6/28/2024,7/4/2024,Corporate,West,Oregon,Technology,Accessories,4,2387.53,0,2387.53,15.89,520.49,21.80%
ORD-1213,3/13/2022,3/20/2022,Home Office,Central,Indiana,Furniture,Bookcases,10,6691.90,0.05,6357.3,45.59,494.91,7.78%
ORD-1214,3/6/2023,3/12/2023,Corporate,East,Massachusetts,Furniture,Tables,3,1741.34,0.45,957.74,34.81,-671.28,-70.09%
ORD-1215,11/5/2023,11/7/2023,Home Office,North,Minnesota,Technology,Laptops,14,7141.41,0,7141.41,21.51,850.52,11.91%
ORD-1216,9/20/2024,9/26/2024,Consumer,South,Texas,Furniture,Bookcases,15,5914.73,0.05,5618.99,29.86,440.56,7.84%
ORD-1217,10/10/2024,10/13/2024,Corporate,Central,Colorado,Technology,Laptops,1,409.24,0.15,347.85,21.09,-37.63,-10.82%
ORD-1218,3/9/2024,3/13/2024,Consumer,North,Wisconsin,Office Supplies,Paper,14,4105.31,0.2,3284.25,5.87,-724.30,-22.05%
ORD-1219,5/21/2022,5/26/2022,Corporate,West,Washington,Office Supplies,Paper,14,7352.34,0,7352.34,4.59,439.76,5.98%
ORD-1220,10/16/2022,10/18/2022,Home Office,West,California,Furniture,Chairs,14,4978.67,0.2,3982.94,39.14,-449.87,-11.29%
ORD-1221,7/3/2022,7/5/2022,Consumer,Central,Colorado,Technology,Phones,11,8157.42,0.1,7341.68,19.7,-372.99,-5.08%
ORD-1222,3/27/2024,3/30/2024,Corporate,South,Louisiana,Technology,Phones,7,5209.17,0,5209.17,14.65,464.43,8.92%
ORD-1223,6/5/2024,6/12/2024,Corporate,Central,Missouri,Office Supplies,Labels,13,10282.42,0.15,8740.06,4.53,785.25,8.98%
ORD-1224,11/20/2023,11/24/2023,Consumer,East,Pennsylvania,Technology,Monitors,13,6459.49,0.1,5813.54,17.6,-237.82,-4.09%
ORD-1225,4/13/2024,4/15/2024,Home Office,North,North Dakota,Furniture,Tables,7,1125.63,0.2,900.5,48.82,-320.82,-35.63%
ORD-1226,4/23/2023,4/27/2023,Corporate,Central,Ohio,Technology,Laptops,13,6663.96,0.15,5664.37,17.51,-515.05,-9.09%
ORD-1227,6/4/2023,6/10/2023,Consumer,North,North Dakota,Technology,Accessories,3,250.58,0.05,238.05,18.26,30.23,12.70%
ORD-1228,6/20/2022,6/24/2022,Corporate,Central,Ohio,Technology,Laptops,10,6307.84,0.2,5046.27,17.45,-812.64,-16.10%
ORD-1229,9/22/2022,9/27/2022,Corporate,West,Washington,Technology,Printers,7,1036.41,0.4,621.85,16.39,-378.03,-60.79%
ORD-1230,7/26/2023,7/31/2023,Consumer,South,Georgia,Technology,Monitors,2,596.97,0,596.97,21.68,53.19,8.91%
ORD-1231,3/13/2022,3/17/2022,Home Office,Central,Ohio,Technology,Monitors,6,4054.00,0.05,3851.3,0,108.72,2.82%
ORD-1232,5/23/2024,5/27/2024,Corporate,West,Washington,Furniture,Storage,4,1564.09,0,1564.09,57.76,186.00,11.89%
ORD-1233,11/13/2023,11/19/2023,Home Office,East,Connecticut,Office Supplies,Envelopes,5,3279.74,0.05,3115.75,5.73,403.33,12.94%
ORD-1234,1/15/2024,1/22/2024,Home Office,South,Louisiana,Office Supplies,Paper,12,2154.89,0.2,1723.91,5.42,-380.89,-22.09%
ORD-1235,9/9/2022,9/11/2022,Corporate,North,Wisconsin,Office Supplies,Envelopes,11,1496.03,0.05,1421.23,7.51,182.51,12.84%
ORD-1236,8/14/2024,8/20/2024,Consumer,West,Arizona,Furniture,Storage,9,394.75,0,394.75,50.03,36.31,9.20%
ORD-1237,10/6/2023,10/13/2023,Home Office,Central,Indiana,Technology,Laptops,11,5455.47,0.1,4909.92,0,-105.70,-2.15%
ORD-1238,2/17/2022,2/20/2022,Corporate,West,California,Furniture,Chairs,12,5067.07,0.1,4560.36,49.62,121.92,2.67%
ORD-1239,10/12/2022,10/14/2022,Corporate,West,Nevada,Furniture,Tables,1,393.98,0.4,236.39,41.63,-159.05,-67.28%
ORD-1240,5/17/2022,5/24/2022,Home Office,North,Michigan,Technology,Accessories,8,2307.33,0,2307.33,18.12,502.18,21.76%
ORD-1241,11/1/2022,11/4/2022,Corporate,West,California,Technology,Accessories,14,3980.43,0,3980.43,21.13,869.36,21.84%
ORD-1242,5/15/2023,5/22/2023,Home Office,South,Florida,Technology,Printers,4,2564.95,0.35,1667.22,14.95,-888.11,-53.27%
ORD-1243,7/13/2023,7/20/2023,Corporate,West,Washington,Technology,Printers,1,568.22,0.35,369.34,16.11,-200.58,-54.31%
ORD-1244,6/15/2022,6/22/2022,Home Office,North,Wisconsin,Technology,Printers,2,441.89,0.45,243.04,19.25,-168.61,-69.38%
ORD-1245,9/12/2023,9/19/2023,Home Office,East,Massachusetts,Furniture,Storage,14,5241.89,0,5241.89,53.32,665.45,12.69%
ORD-1246,5/10/2022,5/15/2022,Home Office,East,Pennsylvania,Office Supplies,Binders,2,317.38,0.15,269.77,4.79,9.35,3.47%
ORD-1247,7/21/2023,7/26/2023,Home Office,West,Arizona,Technology,Printers,9,5034.10,0.35,3272.17,19.59,-1740.13,-53.18%
ORD-1248,9/1/2023,9/7/2023,Consumer,East,Massachusetts,Technology,Accessories,8,977.44,0.2,781.95,17.44,-52.15,-6.67%
ORD-1249,6/16/2023,6/19/2023,Home Office,Central,Kansas,Furniture,Tables,3,239.69,0.3,167.78,52.8,-96.37,-57.44%
ORD-1250,5/19/2023,5/21/2023,Consumer,East,Connecticut,Furniture,Desks,12,7457.40,0.45,4101.57,45.56,-2269.53,-55.33%
ORD-1251,8/25/2022,8/27/2022,Consumer,Central,Missouri,Furniture,Storage,12,4337.67,0,4337.67,58.5,546.35,12.60%
ORD-1252,5/15/2022,5/18/2022,Corporate,South,Georgia,Technology,Monitors,14,11133.59,0.2,8906.87,22.83,-1610.09,-18.08%
ORD-1253,3/26/2022,3/30/2022,Home Office,Central,Kansas,Furniture,Storage,4,2614.48,0.2,2091.58,31.15,-323.08,-15.45%
ORD-1254,5/10/2024,5/17/2024,Corporate,Central,Indiana,Office Supplies,Labels,5,2322.99,0.2,1858.39,6.36,35.26,1.90%
ORD-1255,12/23/2022,12/26/2022,Consumer,North,Michigan,Furniture,Chairs,14,1668.27,0,1668.27,50.32,268.51,16.10%
ORD-1256,9/15/2023,9/22/2023,Corporate,West,Oregon,Technology,Printers,2,1024.80,0.3,717.36,17.68,-335.29,-46.74%
ORD-1257,5/28/2022,6/2/2022,Home Office,East,Massachusetts,Furniture,Tables,13,8840.34,0.3,6188.24,50.89,-2985.62,-48.25%
ORD-1258,12/16/2022,12/22/2022,Consumer,East,Pennsylvania,Office Supplies,Envelopes,5,1342.25,0,1342.25,5.62,266.76,19.87%
ORD-1259,1/26/2024,1/29/2024,Home Office,South,Texas,Furniture,Bookcases,14,5260.80,0,5260.8,56.73,772.10,14.68%
ORD-1260,12/21/2022,12/25/2022,Corporate,West,Washington,Technology,Monitors,5,698.99,0,698.99,13.78,65.77,9.41%
ORD-1261,6/24/2023,7/1/2023,Consumer,East,New York,Furniture,Desks,12,7294.29,0.45,4011.86,48.67,-2221.12,-55.36%
ORD-1262,2/17/2022,2/19/2022,Consumer,North,Minnesota,Technology,Monitors,11,4008.15,0,4008.15,21.36,394.41,9.84%
ORD-1263,4/24/2022,4/28/2022,Home Office,West,California,Technology,Monitors,13,1240.27,0,1240.27,17.23,118.86,9.58%
ORD-1264,8/20/2022,8/27/2022,Corporate,South,Texas,Technology,Phones,11,1582.15,0,1582.15,21.7,135.88,8.59%
ORD-1265,2/5/2022,2/10/2022,Corporate,South,Florida,Office Supplies,Envelopes,13,1451.82,0.15,1234.05,5.81,-14.08,-1.14%
ORD-1266,4/20/2024,4/22/2024,Consumer,East,New York,Technology,Accessories,12,5903.53,0.2,4722.82,24.46,-290.71,-6.16%
ORD-1267,3/10/2023,3/15/2023,Consumer,East,Connecticut,Office Supplies,Labels,11,636.20,0.2,508.96,8.21,7.72,1.52%
ORD-1268,2/12/2022,2/18/2022,Consumer,West,Nevada,Technology,Monitors,15,3951.47,0.05,3753.9,23.45,105.58,2.81%
ORD-1269,12/1/2022,12/3/2022,Corporate,West,Arizona,Office Supplies,Paper,10,680.13,0,680.13,5.11,39.27,5.77%
ORD-1270,7/3/2023,7/5/2023,Home Office,West,Arizona,Furniture,Storage,11,4798.24,0.1,4318.42,33.89,-53.35,-1.24%
ORD-1271,8/19/2023,8/21/2023,Consumer,East,Pennsylvania,Office Supplies,Paper,11,6755.44,0.15,5742.12,7.06,-863.44,-15.04%
ORD-1272,4/4/2023,4/11/2023,Home Office,East,New York,Furniture,Desks,8,3965.22,0.3,2775.65,38.49,-955.27,-34.42%
ORD-1273,3/17/2023,3/21/2023,Consumer,South,Texas,Technology,Phones,9,5666.80,0.15,4816.78,15.87,-582.77,-12.10%
ORD-1274,5/9/2023,5/16/2023,Home Office,South,Texas,Furniture,Chairs,9,586.26,0.15,498.32,58.07,-37.35,-7.50%
ORD-1275,1/6/2024,1/12/2024,Corporate,North,Michigan,Furniture,Storage,6,830.93,0.2,664.74,32.43,-109.44,-16.46%
ORD-1276,1/8/2022,1/11/2022,Consumer,North,Minnesota,Office Supplies,Labels,1,385.34,0.05,366.07,8.06,81.78,22.34%
ORD-1277,5/24/2023,5/26/2023,Home Office,North,Wisconsin,Office Supplies,Envelopes,6,1367.62,0,1367.62,6.6,271.54,19.85%
ORD-1278,11/13/2022,11/17/2022,Home Office,Central,Indiana,Technology,Phones,2,1406.88,0.2,1125.5,16.16,-218.69,-19.43%
ORD-1279,6/19/2023,6/23/2023,Consumer,East,New York,Office Supplies,Envelopes,13,3296.39,0.1,2966.75,5.22,176.44,5.95%
ORD-1280,3/1/2023,3/3/2023,Corporate,Central,Indiana,Technology,Printers,4,1760.45,0.3,1232.32,24.58,-574.24,-46.60%
ORD-1281,3/14/2022,3/16/2022,Home Office,West,California,Office Supplies,Pens & Art,8,6156.24,0,6156.24,7.19,1721.59,27.96%
ORD-1282,7/3/2024,7/8/2024,Consumer,North,Michigan,Office Supplies,Envelopes,10,900.28,0,900.28,6.88,177.99,19.77%
ORD-1283,10/8/2022,10/13/2022,Home Office,North,North Dakota,Office Supplies,Binders,5,1099.39,0,1099.39,8.09,272.42,24.78%
ORD-1284,2/5/2022,2/8/2022,Corporate,East,Pennsylvania,Furniture,Bookcases,13,8054.35,0,8054.35,33.97,1197.96,14.87%
ORD-1285,8/15/2022,8/22/2022,Corporate,West,California,Furniture,Tables,5,1893.64,0.3,1325.55,32.06,-645.88,-48.73%
ORD-1286,3/5/2023,3/7/2023,Home Office,East,New York,Office Supplies,Labels,2,1146.52,0,1146.52,5.86,342.20,29.85%
ORD-1287,11/24/2024,11/27/2024,Corporate,East,Massachusetts,Technology,Laptops,9,1900.21,0.05,1805.2,13.88,86.10,4.77%
ORD-1288,3/12/2023,3/18/2023,Consumer,North,Wisconsin,Technology,Phones,11,5607.62,0.15,4766.48,13.66,-576.08,-12.09%
ORD-1289,12/26/2023,12/30/2023,Consumer,East,Pennsylvania,Technology,Laptops,3,261.61,0.2,209.29,23.05,-40.40,-19.30%
ORD-1290,12/27/2023,1/1/2024,Consumer,North,Wisconsin,Furniture,Chairs,12,3900.89,0,3900.89,40.65,650.96,16.69%
ORD-1291,4/2/2022,4/7/2022,Corporate,South,Georgia,Technology,Phones,10,5010.54,0,5010.54,20.76,444.72,8.88%
ORD-1292,4/14/2022,4/21/2022,Home Office,West,California,Furniture,Chairs,4,2077.93,0.2,1662.34,44.86,-196.32,-11.81%
ORD-1293,8/12/2023,8/15/2023,Consumer,Central,Kansas,Furniture,Bookcases,15,6885.54,0,6885.54,40.82,1020.58,14.82%
ORD-1294,12/2/2023,12/8/2023,Corporate,North,Minnesota,Office Supplies,Paper,13,10313.58,0.1,9282.22,5.7,-744.29,-8.02%
ORD-1295,4/2/2024,4/7/2024,Consumer,South,Florida,Technology,Phones,13,10363.18,0,10363.18,19.85,926.73,8.94%
ORD-1296,5/23/2024,5/27/2024,Consumer,East,Connecticut,Technology,Phones,6,4394.85,0,4394.85,21.46,389.10,8.85%
ORD-1297,11/18/2023,11/21/2023,Home Office,Central,Indiana,Technology,Printers,5,764.06,0.3,534.84,13.74,-250.15,-46.77%
ORD-1298,1/7/2024,1/11/2024,Consumer,Central,Kansas,Technology,Printers,13,1526.65,0.35,992.32,24.18,-533.18,-53.73%
ORD-1299,11/28/2024,12/5/2024,Consumer,North,Wisconsin,Technology,Printers,6,4614.23,0.4,2768.54,21.48,-1667.57,-60.23%
ORD-1300,5/24/2022,5/27/2022,Home Office,West,Oregon,Technology,Accessories,7,4456.17,0.05,4233.36,20.78,628.77,14.85%
ORD-1301,10/13/2022,10/20/2022,Home Office,Central,Indiana,Office Supplies,Pens & Art,5,2955.93,0,2955.93,4.73,826.24,27.95%
ORD-1302,1/11/2024,1/17/2024,Home Office,North,Illinois,Office Supplies,Envelopes,15,9748.70,0.1,8773.83,5.13,524.89,5.98%
ORD-1303,4/6/2023,4/13/2023,Corporate,North,Minnesota,Technology,Accessories,11,7809.74,0,7809.74,22.95,1711.26,21.91%
ORD-1304,4/12/2022,4/17/2022,Corporate,East,Pennsylvania,Technology,Accessories,5,3164.05,0.15,2689.44,12.62,23.11,0.86%
ORD-1305,8/12/2023,8/18/2023,Home Office,West,Arizona,Furniture,Desks,9,2786.83,0.45,1532.76,52.59,-858.80,-56.03%
ORD-1306,5/9/2023,5/12/2023,Consumer,South,Texas,Furniture,Chairs,2,146.49,0,146.49,55.51,8.25,5.63%
ORD-1307,12/23/2023,12/28/2023,Home Office,North,Illinois,Technology,Accessories,1,353.59,0.15,300.55,14.68,-1.40,-0.47%
ORD-1308,12/23/2023,12/30/2023,Consumer,South,Florida,Technology,Accessories,9,5236.20,0.15,4450.77,19.41,38.68,0.87%
ORD-1309,6/27/2024,6/29/2024,Corporate,East,New York,Technology,Laptops,8,1084.54,0,1084.54,12.65,126.35,11.65%
ORD-1310,3/7/2022,3/9/2022,Home Office,East,Massachusetts,Office Supplies,Labels,3,1547.94,0,1547.94,6.19,462.52,29.88%
ORD-1311,2/13/2024,2/18/2024,Corporate,East,New Jersey,Furniture,Tables,3,918.75,0.45,505.31,40.26,-360.74,-71.39%
ORD-1312,4/19/2023,4/23/2023,Corporate,North,Michigan,Furniture,Tables,1,133.64,0.3,93.55,31.92,-54.48,-58.24%
ORD-1313,1/27/2023,2/1/2023,Corporate,Central,Colorado,Office Supplies,Paper,9,3092.64,0.1,2783.38,7.09,-224.80,-8.08%
ORD-1314,6/2/2024,6/9/2024,Consumer,Central,Ohio,Furniture,Bookcases,9,4170.67,0.1,3753.6,52.93,21.66,0.58%
ORD-1315,12/7/2022,12/14/2022,Consumer,Central,Indiana,Technology,Monitors,13,2161.77,0,2161.77,17.93,210.80,9.75%
ORD-1316,4/26/2024,4/30/2024,Consumer,West,Nevada,Office Supplies,Paper,2,166.63,0.1,149.97,5.87,-13.76,-9.18%
ORD-1317,9/4/2023,9/6/2023,Home Office,East,Connecticut,Furniture,Chairs,7,927.28,0.1,834.55,46.69,11.03,1.32%
ORD-1318,12/9/2023,12/11/2023,Home Office,North,Illinois,Technology,Accessories,7,3703.06,0.1,3332.75,20.27,260.54,7.82%
ORD-1319,9/13/2024,9/15/2024,Corporate,South,Louisiana,Furniture,Desks,1,325.70,0.4,195.42,49.7,-108.71,-55.63%
ORD-1320,11/10/2023,11/12/2023,Corporate,West,Oregon,Furniture,Chairs,5,3383.17,0.2,2706.54,49.87,-312.68,-11.55%
ORD-1321,4/20/2023,4/25/2023,Consumer,South,Georgia,Furniture,Tables,11,935.99,0.45,514.79,35.61,-365.89,-71.08%
ORD-1322,11/10/2022,11/16/2022,Home Office,West,Nevada,Furniture,Chairs,12,4954.01,0,4954.01,52.35,826.48,16.68%
ORD-1323,11/2/2022,11/6/2022,Consumer,Central,Indiana,Technology,Phones,8,437.51,0,437.51,21.48,32.93,7.53%
ORD-1324,10/12/2022,10/17/2022,Corporate,East,New York,Office Supplies,Envelopes,8,3850.59,0,3850.59,8.23,767.65,19.94%
ORD-1325,11/24/2023,11/26/2023,Home Office,Central,Indiana,Furniture,Bookcases,14,7780.47,0,7780.47,30.21,1158.01,14.88%
ORD-1326,10/21/2023,10/28/2023,Home Office,South,Florida,Technology,Phones,7,2925.48,0.2,2340.38,22.43,-451.40,-19.29%
ORD-1327,11/9/2022,11/16/2022,Corporate,North,Illinois,Technology,Phones,10,6469.92,0,6469.92,21.58,575.82,8.90%
ORD-1328,4/10/2023,4/12/2023,Corporate,East,Massachusetts,Furniture,Bookcases,11,4660.71,0.1,4194.64,41.08,29.62,0.71%
ORD-1329,10/10/2024,10/14/2024,Home Office,North,Illinois,Office Supplies,Pens & Art,5,2761.32,0.05,2623.25,4.47,549.54,20.95%
ORD-1330,3/2/2022,3/9/2022,Corporate,East,Pennsylvania,Furniture,Bookcases,13,8943.90,0.2,7155.12,0,-944.28,-13.20%
ORD-1331,12/14/2023,12/20/2023,Home Office,East,Massachusetts,Technology,Laptops,7,2238.57,0,2238.57,19.95,262.64,11.73%
ORD-1332,9/22/2023,9/29/2023,Corporate,South,Louisiana,Office Supplies,Paper,6,2479.45,0.2,1983.56,4.91,-437.86,-22.07%
ORD-1333,2/24/2023,2/28/2023,Consumer,Central,Kansas,Furniture,Chairs,13,5899.92,0,5899.92,57.24,985.81,16.71%
ORD-1334,7/12/2023,7/17/2023,Consumer,North,Michigan,Furniture,Desks,5,2373.36,0.45,1305.35,54.43,-734.27,-56.25%
ORD-1335,2/17/2022,2/22/2022,Home Office,North,Illinois,Office Supplies,Labels,2,1391.97,0.05,1322.37,6.43,302.22,22.85%
ORD-1336,6/15/2024,6/17/2024,Consumer,North,Michigan,Technology,Phones,3,790.08,0.15,671.57,14.87,-85.05,-12.66%
ORD-1337,9/15/2022,9/18/2022,Corporate,West,Oregon,Office Supplies,Paper,5,896.83,0.2,717.46,4.91,-159.31,-22.20%
ORD-1338,9/14/2023,9/21/2023,Consumer,West,Arizona,Technology,Printers,8,2527.23,0.3,1769.06,19.33,-819.57,-46.33%
ORD-1339,1/21/2022,1/25/2022,Consumer,East,Pennsylvania,Furniture,Storage,12,2523.91,0.15,2145.32,55.18,-188.18,-8.77%
ORD-1340,5/27/2022,6/2/2022,Consumer,South,Louisiana,Furniture,Storage,1,249.09,0,249.09,42.8,19.54,7.84%
ORD-1341,5/12/2023,5/15/2023,Home Office,Central,Indiana,Furniture,Tables,13,2117.89,0.45,1164.84,29.96,-812.73,-69.77%
ORD-1342,8/12/2022,8/19/2022,Consumer,South,Louisiana,Office Supplies,Binders,12,6308.09,0,6308.09,5.78,1575.29,24.97%
ORD-1343,12/4/2024,12/9/2024,Home Office,East,Connecticut,Office Supplies,Binders,11,7384.90,0,7384.9,7.1,1844.09,24.97%
ORD-1344,7/7/2022,7/14/2022,Corporate,West,Oregon,Technology,Printers,12,6639.67,0.3,4647.77,16.39,-2142.89,-46.11%
ORD-1345,9/14/2022,9/16/2022,Home Office,North,Illinois,Office Supplies,Pens & Art,14,10085.85,0.1,9077.27,7.22,1268.65,13.98%
ORD-1346,9/27/2023,10/1/2023,Consumer,East,Pennsylvania,Technology,Monitors,9,7010.09,0,7010.09,21.46,694.57,9.91%
ORD-1347,10/11/2023,10/13/2023,Consumer,South,Florida,Office Supplies,Envelopes,4,68.60,0.15,58.31,4.57,-1.95,-3.34%
ORD-1348,11/24/2022,11/29/2022,Home Office,Central,Ohio,Furniture,Desks,12,1134.16,0.4,680.5,48.34,-341.14,-50.13%
ORD-1349,11/28/2022,12/5/2022,Corporate,East,New York,Furniture,Chairs,5,1488.84,0.15,1265.51,38.59,-62.20,-4.92%
ORD-1350,10/11/2022,10/18/2022,Consumer,North,Wisconsin,Technology,Laptops,6,4303.23,0.1,3872.91,15.98,-82.25,-2.12%
ORD-1351,6/9/2023,6/16/2023,Corporate,North,Minnesota,Furniture,Desks,14,4449.01,0.45,2446.96,52.92,-1361.70,-55.65%
ORD-1352,2/16/2024,2/21/2024,Consumer,South,Florida,Technology,Laptops,13,6001.07,0.05,5701.02,14.88,280.59,4.92%
ORD-1353,12/14/2022,12/16/2022,Home Office,East,Massachusetts,Technology,Phones,8,408.71,0,408.71,20.85,30.53,7.47%
ORD-1354,12/28/2024,12/30/2024,Home Office,Central,Indiana,Office Supplies,Labels,6,2534.96,0.15,2154.72,7.14,191.78,8.90%
ORD-1355,5/21/2024,5/27/2024,Home Office,West,Arizona,Office Supplies,Paper,7,921.86,0.2,737.49,6.55,-164.21,-22.27%
ORD-1356,11/28/2023,12/2/2023,Consumer,North,Illinois,Office Supplies,Paper,3,221.31,0.05,210.24,5.55,-3.77,-1.79%
ORD-1357,10/27/2023,11/1/2023,Consumer,East,Connecticut,Office Supplies,Paper,4,307.53,0.05,292.15,7.57,-5.19,-1.78%
ORD-1358,12/21/2024,12/27/2024,Corporate,North,Minnesota,Furniture,Bookcases,1,95.58,0.05,90.8,30.45,-1.87,-2.06%
ORD-1359,12/7/2024,12/9/2024,Consumer,North,Michigan,Office Supplies,Labels,11,5963.18,0,5963.18,5.73,1787.23,29.97%
ORD-1360,9/22/2024,9/29/2024,Corporate,South,Louisiana,Furniture,Storage,6,3461.95,0,3461.95,32.26,440.38,12.72%
ORD-1361,8/23/2023,8/30/2023,Consumer,South,Georgia,Furniture,Bookcases,2,101.87,0,101.87,43.88,2.12,2.08%
ORD-1362,3/7/2023,3/9/2023,Consumer,West,Washington,Furniture,Storage,8,5298.20,0,5298.2,50.47,673.62,12.71%
ORD-1363,11/15/2023,11/20/2023,Consumer,West,California,Office Supplies,Labels,11,5253.75,0.1,4728.38,4.77,755.11,15.97%
ORD-1364,12/16/2024,12/19/2024,Home Office,North,Illinois,Office Supplies,Binders,15,6210.62,0,6210.62,7.11,1550.52,24.97%
ORD-1365,12/13/2024,12/17/2024,Consumer,South,Louisiana,Furniture,Storage,7,5487.36,0.15,4664.26,51.81,-388.68,-8.33%
ORD-1366,3/23/2024,3/29/2024,Corporate,West,Washington,Furniture,Tables,15,9037.73,0.4,5422.64,54.19,-3378.29,-62.30%
ORD-1367,3/23/2024,3/30/2024,Home Office,East,Pennsylvania,Office Supplies,Labels,5,2769.95,0.15,2354.46,4.76,210.47,8.94%
ORD-1368,11/16/2024,11/23/2024,Home Office,South,Texas,Office Supplies,Pens & Art,10,4629.51,0.15,3935.08,7.18,273.30,6.95%
ORD-1369,2/5/2023,2/8/2023,Corporate,Central,Colorado,Furniture,Chairs,1,541.15,0,541.15,37.25,80.82,14.93%
ORD-1370,10/7/2023,10/9/2023,Home Office,East,New York,Furniture,Desks,13,5717.66,0.4,3430.6,53.33,-1662.69,-48.47%
ORD-1371,10/13/2024,10/17/2024,Home Office,Central,Indiana,Office Supplies,Labels,4,1664.30,0.2,1331.44,7.56,24.36,1.83%
ORD-1372,12/1/2022,12/6/2022,Corporate,North,Michigan,Furniture,Tables,12,2547.63,0.2,2038.1,54.94,-709.44,-34.81%
ORD-1373,8/7/2024,8/10/2024,Home Office,South,Louisiana,Office Supplies,Pens & Art,13,7592.75,0,7592.75,5.44,2124.34,27.98%
ORD-1374,6/9/2023,6/13/2023,Consumer,North,Minnesota,Technology,Printers,9,2001.85,0.35,1301.2,19.96,-695.62,-53.46%
ORD-1375,3/20/2023,3/24/2023,Corporate,North,Minnesota,Furniture,Desks,1,622.32,0.2,497.86,54.19,-115.83,-23.27%
ORD-1376,11/17/2023,11/23/2023,Home Office,West,California,Office Supplies,Pens & Art,4,3064.94,0.1,2758.45,4.49,384.84,13.95%
ORD-1377,2/7/2022,2/13/2022,Corporate,South,Alabama,Office Supplies,Labels,11,3030.81,0,3030.81,5.43,907.61,29.95%
ORD-1378,10/8/2023,10/10/2023,Corporate,Central,Ohio,Office Supplies,Binders,15,7787.66,0.1,7008.89,5.22,769.41,10.98%
ORD-1379,8/1/2023,8/7/2023,Corporate,East,New Jersey,Technology,Monitors,15,6311.12,0.2,5048.9,17.32,-914.00,-18.10%
ORD-1380,5/4/2022,5/6/2022,Corporate,West,Washington,Technology,Accessories,3,2333.19,0.2,1866.55,19.38,-117.81,-6.31%
ORD-1381,11/18/2022,11/25/2022,Consumer,North,North Dakota,Office Supplies,Paper,14,7933.14,0.15,6743.17,7.46,-1013.71,-15.03%
ORD-1382,7/2/2023,7/8/2023,Home Office,North,Minnesota,Office Supplies,Paper,2,145.00,0,145,7.54,6.44,4.44%
